sg_data_point,time,depth_corrected,latitude,longitude,temperature,salinity,dissolved_oxygen,instrument_dissolved_oxygen,PAR_470nm,particle_concentration_700nm,chlorophyll_695nm,ctd_time,ctd_depth
1234,2024-05-31 19:55:46.592999936,2.6751204,47.51561,-122.4861,10.870434,,,,292.0,101.0,120.0,2004-10-15 19:55:46.592999936,-8.6192465
1235,2024-05-31 19:55:52.964999936,3.2540598,47.51562,-122.4861,10.875559,,,,363.0,107.0,121.0,2004-10-15 19:55:52.964999936,-8.001004
1236,2024-05-31 19:56:00.595000064,3.8629427,47.515636,-122.48609,10.7331705,,,,309.0,100.0,128.0,2004-10-15 19:56:00.595000064,-7.310631
1237,2024-05-31 19:56:10.336000000,4.9010334,47.51565,-122.48609,10.646415,,,,321.0,102.0,146.0,2004-10-15 19:56:10.336000000,-6.2895336
1238,2024-05-31 19:56:16.142000000,5.669616,47.515663,-122.486084,10.650201,,,,297.0,99.0,138.0,2004-10-15 19:56:16.142000000,-5.531818
1239,2024-05-31 19:56:20.555000064,6.1587133,47.515675,-122.486084,10.61369,,,,306.0,102.0,155.0,2004-10-15 19:56:20.555000064,-5.036496
1240,2024-05-31 19:56:25.671000064,6.937273,47.515682,-122.48608,10.610161,,,,371.0,110.0,160.0,2004-10-15 19:56:25.671000064,-4.2521186
1241,2024-05-31 19:56:31.141000064,7.6858854,47.51569,-122.48608,10.603059,,,,285.0,98.0,143.0,2004-10-15 19:56:31.141000064,-3.5017316
1242,2024-05-31 19:56:35.552000000,8.444477,47.5157,-122.48608,10.596762,,,,495.0,113.0,152.0,2004-10-15 19:56:35.552000000,-2.7431405
1243,2024-05-31 19:56:41.150000128,9.302879,47.51571,-122.48607,10.598035,,,,311.0,99.0,155.0,2004-10-15 19:56:41.150000128,-1.8847381
1244,2024-05-31 19:56:45.918999936,10.161278,47.51572,-122.48607,10.595708,,,,303.0,101.0,147.0,2004-10-15 19:56:45.918999936,-1.0233523
1245,2024-05-31 19:56:51.078000128,10.969767,47.515728,-122.48606,10.586675,,,,311.0,101.0,144.0,2004-10-15 19:56:51.078000128,-0.21365857
1246,2024-05-31 19:56:56.098999936,11.888046,47.515736,-122.48606,10.576228,,,,297.0,101.0,148.0,2004-10-15 19:56:56.098999936,0.7034157
1247,2024-05-31 19:57:01.116000000,12.846247,47.515747,-122.48606,10.571938,,,,386.0,107.0,139.0,2004-10-15 19:57:01.116000000,1.661616
1248,2024-05-31 19:57:06.194000000,13.734573,47.515755,-122.486046,10.570589,29.476723,251.38808,264.838,316.0,99.0,137.0,2004-10-15 19:57:06.194000000,2.5511484
1249,2024-05-31 19:57:11.104000128,14.702746,47.515766,-122.48602,10.569233,29.478605,250.53415,264.10056,298.0,99.0,123.0,2004-10-15 19:57:11.104000128,3.518116
1250,2024-05-31 19:57:16.075000064,15.640971,47.515778,-122.48601,10.567494,29.477537,249.7132,263.34622,315.0,101.0,144.0,2004-10-15 19:57:16.075000064,4.457546
1251,2024-05-31 19:57:21.086000000,16.589172,47.51579,-122.485985,10.562096,29.478863,248.99081,262.60394,287.0,98.0,122.0,2004-10-15 19:57:21.086000000,5.405144
1252,2024-05-31 19:57:26.121000064,17.657143,47.5158,-122.48596,10.547592,29.483593,248.19579,261.64572,285.0,99.0,121.0,2004-10-15 19:57:26.121000064,6.4737167
1253,2024-05-31 19:57:31.078999936,18.605333,47.51581,-122.48595,10.537465,29.488888,247.60211,260.9751,287.0,101.0,111.0,2004-10-15 19:57:31.078999936,7.421909
1254,2024-05-31 19:57:36.094000128,19.673292,47.51582,-122.48592,10.533122,29.491732,246.91515,260.3423,338.0,102.0,122.0,2004-10-15 19:57:36.094000128,8.488062
1255,2024-05-31 19:57:42.270000000,20.990767,47.515827,-122.4859,10.482233,29.517607,246.4867,259.4949,271.0,98.0,112.0,2004-10-15 19:57:42.270000000,9.803743
1256,2024-05-31 19:57:48.176000128,22.308231,47.51584,-122.48587,10.461804,29.524817,245.51698,258.56143,299.0,98.0,107.0,2004-10-15 19:57:48.176000128,11.121805
1257,2024-05-31 19:57:52.608000000,23.266384,47.515846,-122.485855,10.466739,29.524628,244.70651,257.96732,296.0,104.0,118.0,2004-10-15 19:57:52.608000000,12.085997
1258,2024-05-31 19:58:00.200999936,25.092846,47.515854,-122.485825,10.385084,29.560194,243.80092,256.63956,275.0,100.0,113.0,2004-10-15 19:58:00.200999936,13.910633
1259,2024-05-31 19:58:09.444000000,27.098942,47.51586,-122.485794,10.363721,29.571077,242.01547,254.94016,269.0,97.0,97.0,2004-10-15 19:58:09.444000000,15.922873
1260,2024-05-31 19:58:14.595000064,28.216759,47.515873,-122.48576,10.353441,29.575138,240.96927,253.93088,326.0,103.0,94.0,2004-10-15 19:58:14.595000064,17.048252
1261,2024-05-31 19:58:20.256999936,29.364513,47.51588,-122.48574,10.348035,29.57849,239.78233,252.80208,260.0,98.0,92.0,2004-10-15 19:58:20.256999936,18.199215
1262,2024-05-31 19:58:24.676000128,30.252766,47.51589,-122.485725,10.347875,29.578674,238.90587,251.99525,297.0,99.0,97.0,2004-10-15 19:58:24.676000128,19.086182
1263,2024-05-31 19:58:30.270999936,31.260784,47.515896,-122.4857,10.345807,29.579342,238.09123,251.16951,342.0,101.0,96.0,2004-10-15 19:58:30.270999936,20.094198
1264,2024-05-31 19:58:40.262000128,33.406544,47.515907,-122.48567,10.345267,29.579525,236.67152,249.79666,275.0,98.0,93.0,2004-10-15 19:58:40.262000128,22.238035
1265,2024-05-31 19:58:50.259000064,35.302776,47.515926,-122.48563,10.336918,29.582914,235.56256,248.61981,541.0,122.0,106.0,2004-10-15 19:58:50.259000064,24.132994
1266,2024-05-31 19:59:00.259000064,37.248894,47.51594,-122.48559,10.334173,29.583986,234.69704,247.75073,298.0,100.0,108.0,2004-10-15 19:59:00.259000064,26.081665
1267,2024-05-31 19:59:10.259000064,39.29479,47.51596,-122.48554,10.3239355,29.589174,233.88322,246.84795,295.0,100.0,109.0,2004-10-15 19:59:10.259000064,28.126282
1268,2024-05-31 19:59:19.062999936,40.881596,47.515972,-122.485504,10.320376,29.591408,233.21884,246.20177,279.0,99.0,93.0,2004-10-15 19:59:19.062999936,29.713085
1269,2024-05-31 19:59:30.260999936,42.987335,47.515987,-122.485466,10.299708,29.602123,232.69434,245.52133,286.0,98.0,90.0,2004-10-15 19:59:30.260999936,31.841356
1270,2024-05-31 19:59:40.259000064,44.803642,47.516003,-122.48542,10.2915945,29.606462,232.01952,244.91618,260.0,97.0,86.0,2004-10-15 19:59:40.259000064,33.65904
1271,2024-05-31 19:59:50.262000128,46.400383,47.516018,-122.48538,10.284372,29.610348,231.58342,244.46233,275.0,98.0,85.0,2004-10-15 19:59:50.262000128,35.255093
1272,2024-05-31 20:00:00.260000000,48.18672,47.516037,-122.485344,10.278088,29.614542,230.95128,243.8226,293.0,108.0,97.0,2004-10-15 20:00:00.260000000,37.04143
1273,2024-05-31 20:00:10.260999936,49.793415,47.516052,-122.4853,10.266459,29.621998,230.42249,243.25465,384.0,106.0,90.0,2004-10-15 20:00:10.260999936,38.645386
1274,2024-05-31 20:00:20.262000128,51.46995,47.51607,-122.48526,10.263318,29.623932,229.87926,242.76166,291.0,101.0,96.0,2004-10-15 20:00:20.262000128,40.323975
1275,2024-05-31 20:00:30.260999936,53.106556,47.51609,-122.48522,10.262158,29.625154,229.37544,242.25986,283.0,100.0,85.0,2004-10-15 20:00:30.260999936,41.96058
1276,2024-05-31 20:00:40.260000000,54.88286,47.516113,-122.485176,10.2516365,29.630894,228.93779,241.74542,332.0,105.0,91.0,2004-10-15 20:00:40.260000000,43.73688
1277,2024-05-31 20:00:50.259000064,56.559353,47.516136,-122.48514,10.245962,29.63508,228.5497,241.34862,306.0,103.0,92.0,2004-10-15 20:00:50.259000064,45.41544
1278,2024-05-31 20:01:00.260999936,58.076168,47.51616,-122.4851,10.2448015,29.635735,228.12369,240.96234,314.0,102.0,84.0,2004-10-15 20:01:00.260999936,46.926098
1279,2024-05-31 20:01:10.260999936,59.762615,47.516182,-122.485054,10.244801,29.63435,227.785,240.65306,296.0,102.0,87.0,2004-10-15 20:01:10.260999936,48.61595
1280,2024-05-31 20:01:20.262000128,61.429092,47.516205,-122.485016,10.243393,29.6359,227.51105,240.38377,373.0,104.0,94.0,2004-10-15 20:01:20.262000128,50.281746
1281,2024-05-31 20:01:33.772000128,63.504684,47.516228,-122.48497,10.240777,29.63774,226.9737,239.79659,455.0,110.0,93.0,2004-10-15 20:01:33.772000128,52.358704
1282,2024-05-31 20:01:44.556000000,65.16115,47.516254,-122.48492,10.234234,29.641588,227.04211,239.85274,297.0,102.0,83.0,2004-10-15 20:01:44.556000000,54.03203
1283,2024-05-31 20:01:54.556000000,66.68788,47.516273,-122.48488,10.232378,29.643198,226.79083,239.64893,327.0,101.0,88.0,2004-10-15 20:01:54.556000000,55.560196
1284,2024-05-31 20:02:04.555000064,68.20462,47.516285,-122.48483,10.227971,29.646126,226.59888,239.41013,291.0,102.0,91.0,2004-10-15 20:02:04.555000064,57.0755
1285,2024-05-31 20:02:14.056000000,69.651505,47.516296,-122.484795,10.220335,29.651873,226.41426,239.21713,359.0,103.0,84.0,2004-10-15 20:02:14.056000000,58.517384
1286,2024-05-31 20:02:24.555000064,71.24805,47.516308,-122.48476,10.223541,29.64987,226.15878,239.0153,313.0,103.0,88.0,2004-10-15 20:02:24.555000064,60.096626
1287,2024-05-31 20:02:34.555000064,72.85456,47.51632,-122.48471,10.219946,29.651928,225.925,238.72359,332.0,102.0,83.0,2004-10-15 20:02:34.555000064,61.703815
1288,2024-05-31 20:02:44.556000000,74.48102,47.51633,-122.48467,10.211734,29.657621,225.80319,238.5443,378.0,109.0,85.0,2004-10-15 20:02:44.556000000,63.33504
1289,2024-05-31 20:02:54.555000064,76.07753,47.516342,-122.484634,10.210042,29.65861,225.62695,238.42996,320.0,102.0,85.0,2004-10-15 20:02:54.555000064,64.92882
1290,2024-05-31 20:03:04.555000064,77.7738,47.516354,-122.48459,10.209093,29.65894,225.42728,238.22609,311.0,104.0,104.0,2004-10-15 20:03:04.555000064,66.62373
1291,2024-05-31 20:03:14.556000000,79.43015,47.51637,-122.48455,10.201045,29.664442,225.21301,237.94417,388.0,109.0,83.0,2004-10-15 20:03:14.556000000,68.28076
1292,2024-05-31 20:03:24.556000000,81.01665,47.516384,-122.484505,10.200727,29.664955,225.06169,237.8426,290.0,99.0,79.0,2004-10-15 20:03:24.556000000,69.867256
1293,2024-05-31 20:03:34.556000000,82.653015,47.5164,-122.48447,10.200892,29.665365,224.72334,237.49997,334.0,105.0,79.0,2004-10-15 20:03:34.556000000,71.503624
1294,2024-05-31 20:03:44.555000064,84.43904,47.516415,-122.48442,10.199564,29.666185,224.58289,237.33777,326.0,103.0,81.0,2004-10-15 20:03:44.555000064,73.28761
1295,2024-05-31 20:03:54.556000000,86.10531,47.51643,-122.48438,10.200106,29.66573,224.40784,237.20343,303.0,102.0,79.0,2004-10-15 20:03:54.556000000,74.959335
1296,2024-05-31 20:04:06.654999936,88.17068,47.51645,-122.48435,10.19739,,,,317.0,105.0,77.0,2004-10-15 20:04:06.654999936,77.03023
1297,2024-05-31 20:04:13.319999872,89.198364,47.516468,-122.48435,10.197282,,,,351.0,107.0,94.0,2004-10-15 20:04:13.319999872,78.1633
1298,2024-05-31 20:04:23.322000000,89.7571,47.51648,-122.484344,10.197499,,,,492.0,115.0,81.0,2004-10-15 20:04:23.322000000,78.7807
1299,2024-05-31 20:04:33.332999936,90.236015,47.5165,-122.48434,10.197882,,,,390.0,114.0,91.0,2004-10-15 20:04:33.332999936,79.255035
1300,2024-05-31 20:04:43.342000000,90.69498,47.516518,-122.48433,10.19824,,,,364.0,106.0,85.0,2004-10-15 20:04:43.342000000,79.69231
1301,2024-05-31 20:04:53.322999936,91.223785,47.516533,-122.48433,10.1977215,,,,366.0,106.0,85.0,2004-10-15 20:04:53.322999936,80.217545
1302,2024-05-31 20:05:03.384999936,91.78252,47.516552,-122.48432,10.200049,,,,377.0,113.0,86.0,2004-10-15 20:05:03.384999936,80.79788
1303,2024-05-31 20:05:13.288000128,92.22152,47.51657,-122.484314,10.200557,,,,476.0,118.0,84.0,2004-10-15 20:05:13.288000128,81.20556
1304,2024-05-31 20:05:23.316000000,92.62061,47.51658,-122.484314,10.200517,,,,434.0,114.0,90.0,2004-10-15 20:05:23.316000000,81.606415
1305,2024-05-31 20:05:33.375000064,92.95985,47.51658,-122.484314,10.199769,,,,266.0,97.0,84.0,2004-10-15 20:05:33.375000064,81.93514
1306,2024-05-31 20:05:42.440999936,93.26914,47.516586,-122.484314,10.200369,,,,296.0,100.0,78.0,2004-10-15 20:05:42.440999936,82.24357
1307,2024-05-31 20:05:59.127000064,93.698166,47.51661,-122.48431,10.200535,,,,440.0,121.0,87.0,2004-10-15 20:05:59.127000064,82.89893
1308,2024-05-31 20:06:07.336000000,92.81018,47.516632,-122.4843,10.2001505,,,,674.0,122.0,85.0,2004-10-15 20:06:07.336000000,82.359344
1309,2024-05-31 20:06:16.710000000,91.95213,47.516647,-122.48429,10.20015,,,,394.0,114.0,84.0,2004-10-15 20:06:16.710000000,81.45039
1310,2024-05-31 20:06:25.375000064,91.183876,47.516663,-122.48428,10.199775,,,,394.0,109.0,86.0,2004-10-15 20:06:25.375000064,80.692856
1311,2024-05-31 20:06:34.805000064,90.166176,47.51668,-122.48428,10.200125,,,,361.0,109.0,83.0,2004-10-15 20:06:34.805000064,79.67807
1312,2024-05-31 20:06:43.358000000,89.11854,47.516697,-122.484276,10.198573,,,,330.0,109.0,78.0,2004-10-15 20:06:43.358000000,78.61093
1313,2024-05-31 20:06:53.311000064,87.79153,47.516712,-122.48427,10.198623,,,,331.0,103.0,81.0,2004-10-15 20:06:53.311000064,77.292725
1314,2024-05-31 20:07:03.296000000,86.32482,47.51673,-122.48427,10.198634,,,,291.0,100.0,84.0,2004-10-15 20:07:03.296000000,75.82113
1315,2024-05-31 20:07:13.250999936,84.65855,47.516747,-122.48426,10.198994,,,,441.0,108.0,86.0,2004-10-15 20:07:13.250999936,74.145035
1316,2024-05-31 20:07:23.345000064,82.71288,47.516766,-122.48425,10.198052,,,,363.0,105.0,81.0,2004-10-15 20:07:23.345000064,72.19839
1317,2024-05-31 20:07:33.254000000,80.817085,47.516785,-122.484245,10.199257,,,,388.0,108.0,80.0,2004-10-15 20:07:33.254000000,70.29667
1318,2024-05-31 20:07:49.378999936,77.10527,47.516808,-122.48421,10.200636,29.664139,222.94308,235.72804,350.0,102.0,88.0,2004-10-15 20:07:49.378999936,66.62393
1319,2024-05-31 20:08:01.964999936,73.902275,47.51683,-122.48413,10.204164,29.660542,223.16489,235.97964,284.0,113.0,90.0,2004-10-15 20:08:01.964999936,63.418045
1320,2024-05-31 20:08:11.964999936,71.287964,47.516846,-122.48408,10.214918,29.653234,223.18388,236.1112,297.0,100.0,76.0,2004-10-15 20:08:11.964999936,60.799854
1321,2024-05-31 20:08:26.351000064,67.49615,47.516853,-122.484024,10.227561,29.645111,223.06883,236.00542,315.0,113.0,92.0,2004-10-15 20:08:26.351000064,56.97474
1322,2024-05-31 20:08:37.142999936,64.99151,47.51686,-122.48396,10.229993,29.64294,223.55838,236.46088,324.0,105.0,88.0,2004-10-15 20:08:37.142999936,54.44321
1323,2024-05-31 20:08:47.142999936,62.776234,47.51686,-122.48392,10.231525,29.641495,223.89456,236.79668,290.0,101.0,89.0,2004-10-15 20:08:47.142999936,52.22492
1324,2024-05-31 20:08:57.142999936,60.56093,47.516865,-122.48388,10.233777,29.640966,224.09534,236.98317,331.0,103.0,89.0,2004-10-15 20:08:57.142999936,50.01463
1325,2024-05-31 20:09:07.142999936,58.305687,47.516872,-122.48383,10.23364,29.640816,224.26309,237.1495,442.0,125.0,94.0,2004-10-15 20:09:07.142999936,47.759388
1326,2024-05-31 20:09:17.144000000,55.92069,47.516876,-122.48379,10.237947,29.6384,224.30043,237.22023,343.0,104.0,86.0,2004-10-15 20:09:17.144000000,45.37439
1327,2024-05-31 20:09:27.142000000,53.69533,47.51688,-122.48374,10.247566,29.632126,224.45946,237.46608,296.0,99.0,85.0,2004-10-15 20:09:27.142000000,43.13597
1328,2024-05-31 20:09:37.142999936,51.48991,47.516884,-122.483696,10.258771,29.623665,224.60748,237.6249,298.0,100.0,82.0,2004-10-15 20:09:37.142999936,40.934574
1329,2024-05-31 20:09:47.141000064,49.30442,47.51688,-122.48366,10.263828,29.620773,224.91481,237.9084,304.0,100.0,93.0,2004-10-15 20:09:47.141000064,38.75311
1330,2024-05-31 20:09:57.144999936,47.178787,47.51688,-122.48362,10.264299,29.619972,225.22633,238.20786,314.0,100.0,98.0,2004-10-15 20:09:57.144999936,36.626472
1331,2024-05-31 20:10:07.142999936,44.933376,47.51688,-122.483574,10.266664,29.618341,225.3923,238.38637,301.0,102.0,92.0,2004-10-15 20:10:07.142999936,34.38908
1332,2024-05-31 20:10:17.142999936,42.76778,47.516876,-122.483536,10.2824545,29.609438,225.49867,238.63023,561.0,123.0,101.0,2004-10-15 20:10:17.142999936,32.219475
1333,2024-05-31 20:10:27.142999936,40.4325,47.516876,-122.4835,10.291861,29.602707,225.71613,238.82346,289.0,99.0,90.0,2004-10-15 20:10:27.142999936,29.884197
1334,2024-05-31 20:10:37.230999936,38.107174,47.516872,-122.48346,10.30073,29.597532,226.04697,239.15413,373.0,102.0,93.0,2004-10-15 20:10:37.230999936,27.54277
1335,2024-05-31 20:10:52.911000064,34.97343,47.51687,-122.48341,10.308959,29.592833,226.41447,239.55452,299.0,102.0,98.0,2004-10-15 20:10:52.911000064,24.357058
1336,2024-05-31 20:11:02.911000064,33.16702,47.51687,-122.48336,10.324488,29.583637,226.98982,240.19601,257.0,97.0,84.0,2004-10-15 20:11:02.911000064,22.550642
1337,2024-05-31 20:11:13.496000000,31.141018,47.516872,-122.48332,10.326054,29.583685,227.36781,240.52464,282.0,100.0,89.0,2004-10-15 20:11:13.496000000,20.521563
1338,2024-05-31 20:11:23.496000000,29.384472,47.51688,-122.48327,10.329363,29.581491,227.75412,240.90866,259.0,97.0,83.0,2004-10-15 20:11:23.496000000,18.766043
1339,2024-05-31 20:11:31.270000000,27.877422,47.516888,-122.48323,10.332902,29.578777,228.01134,241.17815,306.0,102.0,87.0,2004-10-15 20:11:31.270000000,17.26105
1340,2024-05-31 20:11:37.085000064,26.85941,47.5169,-122.4832,10.363216,29.566036,227.88391,241.3664,263.0,97.0,93.0,2004-10-15 20:11:37.085000064,16.243036
1341,2024-05-31 20:11:44.318000128,25.61184,47.516907,-122.48317,10.369285,29.560217,228.14279,241.53833,321.0,100.0,96.0,2004-10-15 20:11:44.318000128,14.9964905
1342,2024-05-31 20:11:52.828999936,23.945072,47.51692,-122.48312,10.374201,29.558447,228.5342,241.8363,298.0,98.0,98.0,2004-10-15 20:11:52.828999936,13.358356
1343,2024-05-31 20:11:57.983000064,22.956982,47.51693,-122.48309,10.378419,29.55315,228.83148,242.17955,267.0,98.0,101.0,2004-10-15 20:11:57.983000064,12.375352
1344,2024-05-31 20:12:03.025000064,21.849117,47.516933,-122.48307,10.390546,29.549038,228.99432,242.39899,308.0,99.0,93.0,2004-10-15 20:12:03.025000064,11.266471
1345,2024-05-31 20:12:08.003000064,20.91092,47.51694,-122.48305,10.391844,29.547249,229.35246,242.7372,315.0,102.0,96.0,2004-10-15 20:12:08.003000064,10.330308
1346,2024-05-31 20:12:13.023000064,19.783081,47.516945,-122.48302,10.426309,29.533096,229.3364,243.01491,300.0,102.0,112.0,2004-10-15 20:12:13.023000064,9.199421
1347,2024-05-31 20:12:18.072999936,18.77501,47.51695,-122.482994,10.4342785,29.52806,229.59839,243.24171,280.0,96.0,97.0,2004-10-15 20:12:18.072999936,8.196429
1348,2024-05-31 20:12:22.996999936,17.796875,47.516956,-122.48297,10.442402,29.524652,229.91313,243.49072,281.0,98.0,109.0,2004-10-15 20:12:22.996999936,7.2081237
1349,2024-05-31 20:12:27.976999936,16.818737,47.51696,-122.48295,10.43881,29.526482,230.31381,243.7333,272.0,100.0,112.0,2004-10-15 20:12:27.976999936,6.2259064
1350,2024-05-31 20:12:32.990000000,15.790688,47.516968,-122.482925,10.4403515,29.525856,230.70726,244.10623,312.0,101.0,99.0,2004-10-15 20:12:32.990000000,5.2080426
1351,2024-05-31 20:12:38.032000128,14.892387,47.51698,-122.482895,10.453592,29.519554,230.99864,244.514,295.0,99.0,101.0,2004-10-15 20:12:38.032000128,4.3015976
1352,2024-05-31 20:12:43.000000000,13.934197,47.516987,-122.48287,10.459169,29.518013,231.26175,244.80287,279.0,98.0,115.0,2004-10-15 20:12:43.000000000,3.3474824
1353,2024-05-31 20:12:48.023000064,13.115739,47.517,-122.48285,10.469111,29.513577,231.43188,244.99461,270.0,98.0,117.0,2004-10-15 20:12:48.023000064,2.5229092
1354,2024-05-31 20:12:52.917000064,12.287296,47.51701,-122.48283,10.485332,29.505451,231.64233,245.30055,287.0,99.0,120.0,2004-10-15 20:12:52.917000064,1.6934462
1355,2024-05-31 20:12:58.102000000,11.438888,47.517025,-122.4828,10.542956,29.478455,231.54054,245.68967,394.0,108.0,140.0,2004-10-15 20:12:58.102000000,0.8429959
1356,2024-05-31 20:13:03.115000064,10.610438,47.517036,-122.48277,10.597199,,,,349.0,104.0,133.0,2004-10-15 20:13:03.115000064,0.025759432
1357,2024-05-31 20:26:47.958000000,0.0,47.51826,-122.48241,11.328373,,,,167.0,111.0,-144.0,2004-10-15 20:26:47.958000000,-12.163005
1358,2024-05-31 20:26:52.372999936,-0.029945374,47.518265,-122.48241,11.333304,,,,266.0,118.0,241.0,2004-10-15 20:26:52.372999936,-12.192959
1359,2024-05-31 20:26:58.208000000,0.06987381,47.518276,-122.48241,11.339822,,,,421.0,96.0,429.0,2004-10-15 20:26:58.208000000,-12.093065
1360,2024-05-31 20:27:02.345000064,0.04990959,47.518288,-122.482414,11.344442,,,,48.0,106.0,367.0,2004-10-15 20:27:02.345000064,-12.1131
1361,2024-05-31 20:27:08.137000064,0.1197834,47.5183,-122.482414,11.349972,,,,402.0,113.0,36.0,2004-10-15 20:27:08.137000064,-12.04321
1362,2024-05-31 20:27:12.576000000,0.10980129,47.51831,-122.482414,11.337925,,,,421.0,84.0,35.0,2004-10-15 20:27:12.576000000,-12.053143
1363,2024-05-31 20:27:17.674000000,0.09981918,47.518322,-122.48242,11.33001,,,,234.0,97.0,-189.0,2004-10-15 20:27:17.674000000,-12.063191
1364,2024-05-31 20:27:23.463000064,0.12976456,47.518333,-122.48242,11.3299055,,,,169.0,108.0,168.0,2004-10-15 20:27:23.463000064,-12.033069
1365,2024-05-31 20:27:27.898999936,0.0598917,47.518345,-122.48242,11.311942,,,,590.0,107.0,294.0,2004-10-15 20:27:27.898999936,-12.1029415
1366,2024-05-31 20:27:32.826000000,-0.019963264,47.518353,-122.48243,11.294578,,,,353.0,95.0,70.0,2004-10-15 20:27:32.826000000,-12.182918
1367,2024-05-31 20:27:37.852999936,0.04990959,47.518364,-122.48243,11.295797,,,,131.0,101.0,35.0,2004-10-15 20:27:37.852999936,-12.113045
1368,2024-05-31 20:27:42.842000000,-0.009981155,47.518375,-122.48243,11.297659,,,,370.0,112.0,-58.0,2004-10-15 20:27:42.842000000,-12.172903
1369,2024-05-31 20:27:50.108000000,0.039927483,47.518387,-122.48244,11.333246,,,,376.0,100.0,170.0,2004-10-15 20:27:50.108000000,-12.123055
1370,2024-05-31 20:27:56.142999936,-0.029945374,47.518402,-122.48244,11.321507,,,,453.0,117.0,82.0,2004-10-15 20:27:56.142999936,-12.19276
1371,2024-05-31 20:28:02.926000128,0.06987381,47.518417,-122.482445,11.310732,,,,765.0,119.0,121.0,2004-10-15 20:28:02.926000128,-12.093125
1372,2024-05-31 20:28:08.986000000,0.07985592,47.518433,-122.482445,11.301105,,,,0.0,103.0,170.0,2004-10-15 20:28:08.986000000,-12.0826
1373,2024-05-31 20:28:15.026999936,0.0598917,47.518444,-122.48245,11.291509,,,,35.0,108.0,113.0,2004-10-15 20:28:15.026999936,-12.102923
1374,2024-05-31 20:28:21.060000000,0.04990959,47.518456,-122.48245,11.281924,,,,170.0,96.0,-48.0,2004-10-15 20:28:21.060000000,-12.112673
1375,2024-05-31 20:28:29.023000064,0.17967415,47.51847,-122.48246,11.269275,,,,208.0,102.0,284.0,2004-10-15 20:28:29.023000064,-11.981755
1376,2024-05-31 20:28:35.036999936,0.13974667,47.518486,-122.48246,11.259721,,,,249.0,102.0,239.0,2004-10-15 20:28:35.036999936,-12.021758
1377,2024-05-31 20:28:41.078999936,0.20962048,47.5185,-122.48246,11.249149,,,,91.0,97.0,141.0,2004-10-15 20:28:41.078999936,-11.950573
1378,2024-05-31 20:28:47.114000128,0.33938408,47.518513,-122.48247,11.220236,,,,138.0,101.0,228.0,2004-10-15 20:28:47.114000128,-11.819827
1379,2024-05-31 20:28:53.151000064,0.41923904,47.518528,-122.48247,11.217341,,,,255.0,101.0,168.0,2004-10-15 20:28:53.151000064,-11.737422
1380,2024-05-31 20:28:59.184000000,0.49909496,47.51854,-122.482475,11.213205,,,,305.0,97.0,99.0,2004-10-15 20:28:59.184000000,-11.6584425
1381,2024-05-31 20:29:05.220000000,0.5490036,47.518555,-122.482475,11.207845,,,,234.0,98.0,45.0,2004-10-15 20:29:05.220000000,-11.608249
1382,2024-05-31 20:29:11.276999936,0.6388407,47.518566,-122.482475,11.172919,,,,177.0,105.0,87.0,2004-10-15 20:29:11.276999936,-11.517821
1383,2024-05-31 20:29:17.316000000,1.0281334,47.518578,-122.48248,11.041804,,,,210.0,99.0,74.0,2004-10-15 20:29:17.316000000,-11.125146
1384,2024-05-31 20:29:23.328000128,1.3475523,47.518593,-122.48248,10.957247,,,,279.0,109.0,87.0,2004-10-15 20:29:23.328000128,-10.80664
1385,2024-05-31 20:29:29.391000064,1.6569881,47.518604,-122.48249,10.814041,,,,283.0,99.0,94.0,2004-10-15 20:29:29.391000064,-10.495722
1386,2024-05-31 20:29:35.430000128,2.1760426,47.51862,-122.48249,10.720284,,,,259.0,106.0,233.0,2004-10-15 20:29:35.430000128,-9.976475
1387,2024-05-31 20:29:47.460999936,4.2023354,47.51864,-122.4825,10.65734,,,,345.0,107.0,138.0,2004-10-15 20:29:47.460999936,-7.951496
1388,2024-05-31 20:29:53.726999936,5.769455,47.518658,-122.4825,10.638816,,,,317.0,101.0,153.0,2004-10-15 20:29:53.726999936,-6.3928576
1389,2024-05-31 20:30:00.104000128,7.745805,47.518673,-122.482506,10.6210165,,,,373.0,110.0,155.0,2004-10-15 20:30:00.104000128,-4.3935676
1390,2024-05-31 20:30:10.082000000,10.051522,47.51869,-122.482506,10.554106,,,,266.0,97.0,148.0,2004-10-15 20:30:10.082000000,-1.9885818
1391,2024-05-31 20:30:15.280000000,11.019716,47.518707,-122.48251,10.525217,,,,272.0,97.0,141.0,2004-10-15 20:30:15.280000000,-1.0054833
1392,2024-05-31 20:30:20.244000000,11.957962,47.51872,-122.48251,10.46001,,,,281.0,100.0,120.0,2004-10-15 20:30:20.244000000,-0.052292783
1393,2024-05-31 20:30:25.256999936,13.03594,47.518726,-122.48252,10.450061,,,,301.0,100.0,119.0,2004-10-15 20:30:25.256999936,1.0305789
1394,2024-05-31 20:30:30.328000128,13.934252,47.518738,-122.48252,10.453734,,,,290.0,102.0,106.0,2004-10-15 20:30:30.328000128,1.9303001
1395,2024-05-31 20:30:35.236999936,14.8924465,47.518757,-122.48252,10.451911,29.532331,251.90923,265.126,298.0,99.0,118.0,2004-10-15 20:30:35.236999936,2.8920426
1396,2024-05-31 20:30:40.262000128,15.840655,47.51878,-122.48252,10.443177,29.53385,250.15753,263.2706,406.0,107.0,119.0,2004-10-15 20:30:40.262000128,3.8324895
